country,threshold,area_Mha,region,subregion,FAO_2000_Mha,deviation_Mha,deviation_%,bin,estimation
Niger,50,4.361968994140625e-07,Africa,West Africa,1.328,-1.3279995638031006,99.99996715384793,Low (< 4 Mha),overestimated
Nigeria,10,43.11641262781386,Africa,West Africa,20.302,22.81441262781386,112.37519765448656,Medium (4-37 Mha),mixed
Nigeria,20,17.29398085405508,Africa,West Africa,20.302,-3.008019145944921,14.816368564402133,Medium (4-37 Mha),mixed
Nigeria,30,10.045836309822676,Africa,West Africa,20.302,-10.256163690177324,50.51799670070596,Medium (4-37 Mha),mixed
Nigeria,40,7.73930886243143,Africa,West Africa,20.302,-12.56269113756857,61.879081556342086,Medium (4-37 Mha),mixed
Nigeria,50,4.734884305155431,Africa,West Africa,20.302,-15.567115694844569,76.67774453179278,Medium (4-37 Mha),mixed
Niue,10,0.0,Asia and the Pacific,Pacific Region,0.019,-0.019,100.0,Low (< 4 Mha),overestimated
Niue,20,0.0,Asia and the Pacific,Pacific Region,0.019,-0.019,100.0,Low (< 4 Mha),overestimated
Niue,30,0.0,Asia and the Pacific,Pacific Region,0.019,-0.019,100.0,Low (< 4 Mha),overestimated
Niue,40,0.0,Asia and the Pacific,Pacific Region,0.019,-0.019,100.0,Low (< 4 Mha),overestimated
Niue,50,0.0,Asia and the Pacific,Pacific Region,0.019,-0.019,100.0,Low (< 4 Mha),overestimated
Norway,10,12.429635654319664,Europe,Western Europe,12.198,0.23163565431966404,1.8989642098677164,Medium (4-37 Mha),mixed
Norway,20,11.82030180859039,Europe,Western Europe,12.198,-0.3776981914096105,3.0963944204755736,Medium (4-37 Mha),mixed
Norway,30,11.388072001433985,Europe,Western Europe,12.198,-0.8099279985660157,6.639842585391175,Medium (4-37 Mha),mixed
Norway,40,10.785074527076246,Europe,Western Europe,12.198,-1.4129254729237548,11.58325522974057,Medium (4-37 Mha),mixed
Norway,50,9.53657939611436,Europe,Western Europe,12.198,-2.66142060388564,21.81849978591277,Medium (4-37 Mha),mixed
Oman,10,0.0014156923558715,Near East,West Asia,0.002,-0.0005843076441284999,29.215382206424994,Low (< 4 Mha),overestimated
Oman,20,5.463203297119142e-05,Near East,West Asia,0.002,-0.0019453679670288085,97.26839835144042,Low (< 4 Mha),overestimated
Oman,30,6.540773010253906e-07,Near East,West Asia,0.002,-0.0019993459226989745,99.96729613494873,Low (< 4 Mha),overestimated
Oman,40,3.3236721801757813e-07,Near East,West Asia,0.002,-0.0019996676327819823,99.98338163909911,Low (< 4 Mha),overestimated
Oman,50,2.519106811523437e-07,Near East,West Asia,0.002,-0.001999748089318848,99.98740446594239,Low (< 4 Mha),overestimated
Pakistan,10,1.6572610025081445,Near East,West Asia,3.317,-1.6597389974918557,50.03735295423141,Low (< 4 Mha),overestimated
Pakistan,20,1.265000708982306,Near East,West Asia,3.317,-2.051999291017694,61.86310795953253,Low (< 4 Mha),overestimated
Pakistan,30,1.0352801844415211,Near East,West Asia,3.317,-2.2817198155584792,68.78865889534154,Low (< 4 Mha),overestimated
Pakistan,40,0.8896713736046156,Near East,West Asia,3.317,-2.4273286263953846,73.17843311412072,Low (< 4 Mha),overestimated
Pakistan,50,0.6801163391421728,Near East,West Asia,3.317,-2.636883660857827,79.4960404238115,Low (< 4 Mha),overestimated
Palau,10,0.0397758167657621,Asia and the Pacific,Pacific Region,0.04,-0.0002241832342379027,0.5604580855947567,Low (< 4 Mha),overestimated
Palau,20,0.0393266650047536,Asia and the Pacific,Pacific Region,0.04,-0.0006733349952464038,1.6833374881160095,Low (< 4 Mha),overestimated
Palau,30,0.0388772642800116,Asia and the Pacific,Pacific Region,0.04,-0.001122735719988402,2.806839299971005,Low (< 4 Mha),overestimated
Palau,40,0.0385173575478416,Asia and the Pacific,Pacific Region,0.04,-0.0014826424521584003,3.7066061303960005,Low (< 4 Mha),overestimated
Palau,50,0.0377585472106553,Asia and the Pacific,Pacific Region,0.04,-0.0022414527893446987,5.603631973361747,Low (< 4 Mha),overestimated
Panama,10,5.906547502039708,Americas,Central America and Mexico,4.791,1.1155475020397079,23.284230892083237,Medium (4-37 Mha),underestimated
Panama,20,5.776113003268176,Americas,Central America and Mexico,4.791,0.9851130032681752,20.561740832147258,Medium (4-37 Mha),underestimated
Panama,30,5.671072435175997,Americas,Central America and Mexico,4.791,0.8800724351759968,18.3692848085159,Medium (4-37 Mha),underestimated
Panama,40,5.575151789006529,Americas,Central America and Mexico,4.791,0.784151789006529,16.367184074442267,Medium (4-37 Mha),underestimated
Panama,50,5.424070896532455,Americas,Central America and Mexico,4.791,0.6330708965324545,13.21375279758828,Medium (4-37 Mha),underestimated
Papua New Guinea,10,43.34108665312365,Asia and the Pacific,Pacific Region,34.395,8.946086653123643,26.009846353027015,Medium (4-37 Mha),underestimated
Papua New Guinea,20,42.95173351312185,Asia and the Pacific,Pacific Region,34.395,8.556733513121848,24.87784129414696,Medium (4-37 Mha),underestimated
Papua New Guinea,30,42.57185407723021,Asia and the Pacific,Pacific Region,34.395,8.17685407723021,23.773380076261695,Medium (4-37 Mha),underestimated
Papua New Guinea,40,42.27335932445569,Asia and the Pacific,Pacific Region,34.395,7.878359324455687,22.90553663164904,Medium (4-37 Mha),underestimated
Papua New Guinea,50,41.63107024314008,Asia and the Pacific,Pacific Region,34.395,7.236070243140077,21.038145786131928,Medium (4-37 Mha),underestimated
Paraguay,10,27.029194725597808,Americas,South America,21.91,5.119194725597808,23.364649591957132,Medium (4-37 Mha),mixed
Paraguay,20,26.0038421948708,Americas,South America,21.91,4.093842194870799,18.684811478187125,Medium (4-37 Mha),mixed
Paraguay,30,24.41963245671465,Americas,South America,21.91,2.509632456714648,11.454278670536961,Medium (4-37 Mha),mixed
Paraguay,40,22.35155847503726,Americas,South America,21.91,0.4415584750372581,2.0153285031367325,Medium (4-37 Mha),mixed
Paraguay,50,14.081018384647168,Americas,South America,21.91,-7.828981615352832,35.732458308319636,Medium (4-37 Mha),mixed
Peru,10,79.07564383357978,Americas,South America,74.045,5.030643833579774,6.794035834397695,High (> 37 Mha),underestimated
